country,year,population,gdp,primary_energy_consumption
Panama,2013,3835447,67546261000,101.077
Panama,2014,3901311,71636840000,103.451
Panama,2015,3968490,75784011000,108.946
Panama,2016,4037073,79468545000,123.952
Panama,2017,4106764,83345990991,123.952
Panama,2018,4176868,86035741483,123.952
Panama,2019,4246440,86035741483,123.952
Panama,2020,4314768,86035741483,123.952
Peru,1991,22522383,1.06164E+11,104.258
Peru,1992,22966822,1.05849E+11,101.798
Peru,1993,23408135,1.11713E+11,110.794
Peru,1994,23851405,1.25788E+11,120.567
Peru,1995,24299168,1.35477E+11,131.503
Peru,1996,24753825,1.39625E+11,135.987
Peru,1997,25210957,1.49081E+11,137.171
Peru,1998,25658070,1.48877E+11,137.645
Peru,1999,26078295,1.5152E+11,141.633
Peru,2000,26459944,1.56021E+11,145.79
Peru,2001,26799289,1.57376E+11,143.93
Peru,2002,27100964,1.66416E+11,147.372
Peru,2003,27372217,1.73801E+11,145.236
Peru,2004,27624226,1.82906E+11,154.759
Peru,2005,27866140,1.94913E+11,161.846
Peru,2006,28102055,2.10149E+11,163.077
Peru,2007,28333050,2.28649E+11,178.817
Peru,2008,28562321,2.50225E+11,192.981
Peru,2009,28792663,2.5354E+11,197.769
Peru,2010,29027680,2.75678E+11,222.855
Peru,2011,29264314,2.94253E+11,251.563
Peru,2012,29506790,3.1175E+11,254.636
Peru,2013,29773986,3.29892E+11,260.723
Peru,2014,30090372,3.37782E+11,266.464
Peru,2015,30470739,3.49009E+11,283.747
Peru,2016,30926036,3.62594E+11,301.468
Peru,2017,31444299,3.71569E+11,302.082
Peru,2018,31989265,3.86316E+11,316.943
Peru,2019,32510462,3.86316E+11,322.636
Peru,2020,32971845,3.86316E+11,322.636
Philippines,1991,63454785,2.28448E+11,176.547
Philippines,1992,65020124,2.30919E+11,204.887
Philippines,1993,66593903,2.37661E+11,211.884
Philippines,1994,68180846,2.5004E+11,225.018
Philippines,1995,69784087,2.63686E+11,250.668
Philippines,1996,71401743,2.81311E+11,269.529
Philippines,1997,73030879,2.98147E+11,290.106
Philippines,1998,74672009,2.98758E+11,294.578
Philippines,1999,76325927,3.10266E+11,300.061
Philippines,2000,77991757,3.26463E+11,299.332
Philippines,2001,79672869,3.38532E+11,294.926
Philippines,2002,81365260,3.53568E+11,293.002
Philippines,2003,83051970,3.74042E+11,303.433
Philippines,2004,84710544,4.02138E+11,313.529
Philippines,2005,86326251,4.2465E+11,312.225
Philippines,2006,87888675,4.50316E+11,302.798
Philippines,2007,89405482,4.83816E+11,315.027
Philippines,2008,90901967,5.07832E+11,325.48
Philippines,2009,92414161,5.17597E+11,328.901
Philippines,2010,93966784,5.61436E+11,339.083
Philippines,2011,95570049,5.86461E+11,345.689
Philippines,2012,97212639,6.25662E+11,356.851
Philippines,2013,98871558,6.69826E+11,382.62
Philippines,2014,100513137,7.11519E+11,402.517
Philippines,2015,102113206,7.5349E+11,441.228
Philippines,2016,103663812,8.05057E+11,481.899
Philippines,2017,105172921,8.58819E+11,528.525
Philippines,2018,106651394,9.12443E+11,543.336
Philippines,2019,108116622,9.12443E+11,562.217
Philippines,2020,109581085,9.12443E+11,562.217
Poland,1991,38082940,2.91725E+11,1183.875
Poland,1992,38197588,3.02141E+11,1132.081
Poland,1993,38301349,3.16591E+11,1131.556
Poland,1994,38389469,3.36238E+11,1082.849
Poland,1995,38458642,3.63195E+11,1108.357
Poland,1996,38509672,3.88888E+11,1163.55
Poland,1997,38544838,4.17947E+11,1152.12
Poland,1998,38564191,4.41376E+11,1103.695
Poland,1999,38567868,4.66287E+11,1082.256
Poland,2000,38556699,4.92195E+11,1017.055
Poland,2001,38529585,5.0309E+11,1009.849
Poland,2002,38488640,5.18231E+11,998.974
Poland,2003,38441821,5.41818E+11,1033.697
Poland,2004,38399553,5.75084E+11,1040.427
Poland,2005,38368957,6.00855E+11,1063.204
Poland,2006,38354447,6.44043E+11,1115.587
Poland,2007,38353339,6.95924E+11,1112.001
Poland,2008,38356786,7.32389E+11,1130.888
Poland,2009,38351924,7.58698E+11,1090.171
Poland,2010,38329784,7.92189E+11,1161.828
Poland,2011,38286824,8.39856E+11,1167.544
Poland,2012,38227033,8.53353E+11,1131.982
Poland,2013,38158043,8.65215E+11,1135.2
Poland,2014,38091095,8.93604E+11,1092.952
Poland,2015,38034076,9.27976E+11,1104.381
Poland,2016,37989218,9.52937E+11,1152.997
Poland,2017,37953176,9.9999E+11,1198.68
Poland,2018,37921585,1.05348E+12,1217.536
Poland,2019,37887771,1.05348E+12,1187.994
Poland,2020,37846605,1.05348E+12,1187.994
Portugal,1991,9916052,1.777E+11,203.997
Portugal,1992,9951305,1.83979E+11,206.923
Portugal,1993,9996642,1.83426E+11,212.263
Portugal,1994,10045032,1.86891E+11,219.615
Portugal,1995,10091322,1.91954E+11,241.297
Portugal,1996,10134016,1.99451E+11,247.74
Portugal,1997,10174564,2.09094E+11,251.614
Portugal,1998,10214046,2.19969E+11,274.742
Portugal,1999,10254501,2.2942E+11,282.014
Portugal,2000,10297117,2.39038E+11,290.721
Portugal,2001,10341456,2.44637E+11,294.532
Portugal,2002,10385993,2.47483E+11,293.301
Portugal,2003,10429615,2.46137E+11,299.857
Portugal,2004,10470926,2.51575E+11,294.903
Portugal,2005,10508494,2.54497E+11,294.995
Portugal,2006,10542837,2.59465E+11,291.51
Portugal,2007,10573150,2.66977E+11,293.634
Portugal,2008,10595312,2.68555E+11,283.569
Portugal,2009,10604066,2.6158E+11,285.318
Portugal,2010,10596055,2.67592E+11,299.251
Portugal,2011,10569388,2.63734E+11,285.76
Portugal,2012,10526308,2.53105E+11,261.248
Portugal,2013,10473025,2.50243E+11,285.525
Portugal,2014,10418224,2.52485E+11,287.413
Portugal,2015,10368346,2.56507E+11,285.767
Portugal,2016,10325540,2.60122E+11,300.822
Portugal,2017,10288527,2.69243E+11,298.367
Portugal,2018,10256192,2.76344E+11,299.158
Portugal,2019,10226178,2.76344E+11,289.685
Portugal,2020,10196707,2.76344E+11,289.685
Romania,1991,23456646,1.14092E+11,621.83
Romania,1992,23375828,1.0824E+11,548.577
Romania,1993,23256959,1.13423E+11,532.934
Romania,1994,23115814,1.21573E+11,502.513
Romania,1995,22964747,1.34464E+11,551.812
Romania,1996,22805706,1.44371E+11,548.496
Romania,1997,22637600,1.43288E+11,519.861
Romania,1998,22466291,1.42127E+11,475.141
Romania,1999,22298122,1.46477E+11,417.583
Romania,2000,22137423,1.56816E+11,417.358
Romania,2001,21989354,1.71449E+11,422.125
Romania,2002,21853278,1.85753E+11,438.142
Romania,2003,21720403,1.99209E+11,438.626
Romania,2004,21577890,2.22642E+11,454.116
Romania,2005,21417287,2.37715E+11,454.465
Romania,2006,21234312,2.67838E+11,464.132
Romania,2007,21034196,2.96749E+11,447.997
Romania,2008,20829521,3.30879E+11,448.868
Romania,2009,20637995,3.18475E+11,392.008
Romania,2010,20471860,3.26789E+11,394.851
Romania,2011,20336718,3.41004E+11,405.238
Romania,2012,20227467,3.3949E+11,389.788
Romania,2013,20132780,3.54085E+11,362.599
Romania,2014,20035928,3.63278E+11,375.539
Romania,2015,19925182,3.77295E+11,377.333
Romania,2016,19796280,3.45274E+11,377.364
Romania,2017,19653966,3.69828E+11,384.242
Romania,2018,19506110,3.86236E+11,391.433
Romania,2019,19364558,3.86236E+11,380.815
Romania,2020,19237682,3.86236E+11,380.815
Russia,1991,147995584,1.77749E+12,9901.343
Russia,1992,148268576,1.55501E+12,9528.535
Russia,1993,148373584,1.44949E+12,8880.768
Russia,1994,148349443,1.29558E+12,8101.045
Russia,1995,148227471,1.27054E+12,7664.493
Russia,1996,148020852,1.25472E+12,7379.028
Russia,1997,147730020,1.29974E+12,6976.302
Russia,1998,147360613,1.25945E+12,6963.339
Russia,1999,146915915,1.36902E+12,7050.487
Russia,2000,146404890,1.54048E+12,7176.87
Russia,2001,145830726,1.65035E+12,7289.168
Russia,2002,145215707,1.7737E+12,7261.409
Russia,2003,144610876,1.94681E+12,7412.263
Russia,2004,144080649,2.13517E+12,7474.277
Russia,2005,143672125,2.32088E+12,7466.054
Russia,2006,143403258,2.56592E+12,7789.155
Russia,2007,143266207,2.85228E+12,7835.919
Russia,2008,143248764,3.07032E+12,7871.148
Russia,2009,143326904,2.89751E+12,7477.601
Russia,2010,143479273,3.09942E+12,7776.155
Russia,2011,143703027,3.3003E+12,8032.125
Russia,2012,143993888,3.42175E+12,8050.105
Russia,2013,144325456,3.47331E+12,7946.53
Russia,2014,144664837,3.55995E+12,7974.235
Russia,2015,144985059,3.46308E+12,7816.769
Russia,2016,145275374,3.46197E+12,7988.779
Russia,2017,145530091,3.52408E+12,8020.035
Russia,2018,145734034,3.61341E+12,8343.659
Russia,2019,145872260,3.61341E+12,8279.179
Russia,2020,145934460,3.61341E+12,8279.179
Rwanda,1991,7083928,9167407303,3.539
Rwanda,1992,6702239,9540357876,3.567
Rwanda,1993,6263758,8498078830,3.266
Rwanda,1994,5936253,4238310521,3.337
Rwanda,1995,5836490,5523730818,3.399
Rwanda,1996,6013112,6185431808,3.356
Rwanda,1997,6419898,6891740636,3.405
Rwanda,1998,6962800,7337659437,3.405
Rwanda,1999,7501238,7619524371,3.31
Rwanda,2000,7933688,8053573218,2.596
Rwanda,2001,8231150,8517812234,2.52
Rwanda,2002,8427061,9398588473,2.538
Rwanda,2003,8557160,9366090470,2.562
Rwanda,2004,8680516,9814558082,2.481
Rwanda,2005,8840220,10465366352,2.41
Rwanda,2006,9043342,11146534767,2.357
Rwanda,2007,9273759,11698685712,2.41
Rwanda,2008,9524532,12678515420,2.551
Rwanda,2009,9782770,13135721808,2.724
Rwanda,2010,10039338,13742206287,2.949
Rwanda,2011,10293333,14451292389,3.337
Rwanda,2012,10549668,15725583658,3.632
Rwanda,2013,10811538,16457679207,4.157
Rwanda,2014,11083629,17604784474,4.457
Rwanda,2015,11369066,18832036843,4.917
Rwanda,2016,11668829,19946535339,4.963
Rwanda,2017,11980960,21167263119,4.963
Rwanda,2018,12301969,22988917805,4.963
Rwanda,2019,12626938,22988917805,4.963
Rwanda,2020,12952209,22988917805,4.963
Senegal,1991,7755503,16307770938,9.82
Senegal,1992,7990090,16415511822,11.899
Senegal,1993,8226749,16529391406,12.407
Senegal,1994,8461066,16428695335,14.968
Senegal,1995,8690155,17210296648,16.201
Senegal,1996,8912872,17466716432,16.339
Senegal,1997,9130876,17903980806,14.924
Senegal,1998,9347777,18848459225,15.879
Senegal,1999,9568717,19929669415,17.486
Senegal,2000,9797731,20451864136,19.913
Senegal,2001,10036102,21264652598,21.698
Senegal,2002,10283694,21278959060,21.699
Senegal,2003,10541470,22579512753,21.839
Senegal,2004,10810086,23766557241,24.001
Senegal,2005,11090123,24954050903,24.907
Senegal,2006,11382272,25426415271,24.469
Senegal,2007,11687078,26522044277,25.799
Senegal,2008,12004700,27345927162,26.783
Senegal,2009,12335092,27841706546,25.236
Senegal,2010,12678143,28867536783,26.622
Senegal,2011,13033814,29228465277,28.512
Senegal,2012,13401990,30546519759,27.383
Senegal,2013,13782429,31644257147,28.553
Senegal,2014,14174740,33021582727,31
Senegal,2015,14578450,35168683698,32.902
Senegal,2016,14993514,37469413190,34.295
Senegal,2017,15419354,40244772197,34.295
Senegal,2018,15854324,42805547586,34.295
Senegal,2019,16296362,42805547586,34.295
Senegal,2020,16743930,42805547586,34.295
Serbia,1991,9602879,68665329585,190.935
Serbia,1992,9701145,50650013986,190.935
Serbia,1993,9795253,36015633659,158.624
Serbia,1994,9861631,37817210022,159.494
Serbia,1995,9884145,40959922067,136.254
Serbia,1996,9856064,44013042704,215.118
Serbia,1997,9784689,48378787245,219.6
Serbia,1998,9685430,50685451366,225.514
Serbia,1999,9580824,42474166039,179.672
Serbia,2000,9487612,46079099092,177.629
Serbia,2001,9410769,49386604913,188.424
Serbia,2002,9346464,53983949482,211.116
Serbia,2003,9292232,57552822328,211.348
Serbia,2004,9242643,64033293758,220.259
Serbia,2005,9193818,69008317667,212.204
Serbia,2006,9145913,74031547571,196.447
Serbia,2007,9101189,80197315564,195.614
Serbia,2008,9060105,86373415665,194.162
Serbia,2009,9023354,85427573219,190.5
Serbia,2010,8991258,87870481786,194.023
Serbia,2011,8963761,91111446965,197.464
Serbia,2012,8940116,90113463936,189.495
Serbia,2013,8918892,92449741348,192.087
Serbia,2014,8898284,90886284984,166.465
Serbia,2015,8876777,91611775410,185.788
Serbia,2016,8853963,94185454464,190.206
Serbia,2017,8829623,95918288098,190.206
Serbia,2018,8802741,99972058734,190.206
Serbia,2019,8772228,99972058734,190.206
Serbia,2020,8737370,99972058734,190.206
Slovakia,1991,5309229,55497322526,221.238
Slovakia,1992,5329029,51833805699,212.735
Slovakia,1993,5347212,55429941655,208.669
Slovakia,1994,5362894,58743312571,205.311
Slovakia,1995,5375470,63231098365,208.192
Slovakia,1996,5384792,67359356145,209.773
Slovakia,1997,5391202,71293225137,205.932
Slovakia,1998,5395253,73994519216,208.076
Slovakia,1999,5397709,73685013241,209.708
Slovakia,2000,5399207,74412961966,216.435
Slovakia,2001,5399995,76717629853,222.599
Slovakia,2002,5400124,80015536073,224.368
Slovakia,2003,5399844,84169824092,217.655
Slovakia,2004,5399374,88408938088,211.897
Slovakia,2005,5398962,94173030195,223.357
Slovakia,2006,5398674,1.01914E+11,215.414
Slovakia,2007,5398693,1.12675E+11,202.045
Slovakia,2008,5399362,1.18766E+11,209.082
Slovakia,2009,5401149,1.12083E+11,190.36
Slovakia,2010,5404293,1.17478E+11,202.686
Slovakia,2011,5408932,1.20534E+11,194.882
Slovakia,2012,5414894,1.22528E+11,187.148
Slovakia,2013,5421721,1.24358E+11,191.772
Slovakia,2014,5428798,1.27552E+11,178.641
Slovakia,2015,5435614,1.3244E+11,180.321
Slovakia,2016,5442001,1.36796E+11,181.074
Slovakia,2017,5447903,1.40963E+11,191.5
Slovakia,2018,5453017,1.46456E+11,188.475
Slovakia,2019,5457012,1.46456E+11,182.581
Slovakia,2020,5459643,1.46456E+11,182.581
Slovenia,1991,2007780,32680462146,68.467
Slovenia,1992,2005352,30763878142,64.031
Slovenia,1993,2000560,31503259213,65.878
Slovenia,1994,1995326,33038143022,70.065
Slovenia,1995,1991126,35329813730,73.629
Slovenia,1996,1988580,36416384683,77.228
Slovenia,1997,1987457,38114367927,79.079
Slovenia,1998,1987384,39200577481,79.238
Slovenia,1999,1987625,41091819668,78.364
Slovenia,2000,1987710,42615770413,77.626
Slovenia,2001,1987457,43686669127,81.174
Slovenia,2002,1987265,45168628626,80.818
Slovenia,2003,1987855,46254138274,79.331
Slovenia,2004,1990226,48061219849,84.089
Slovenia,2005,1994979,49771965853,84.191
Slovenia,2006,2002427,52362580140,84.965
Slovenia,2007,2012128,55758202131,84.527
Slovenia,2008,2023049,57353906874,92.443
Slovenia,2009,2033807,52654861364,85.276
Slovenia,2010,2043336,53079738143,85.454
Slovenia,2011,2051277,53196416085,83.033
Slovenia,2012,2057826,51766657196,80.616
Slovenia,2013,2063120,51204720026,79.629
Slovenia,2014,2067487,52794143276,81.416
Slovenia,2015,2071199,54016270018,73.68
Slovenia,2016,2074205,55372838839,78.705
Slovenia,2017,2076395,58049193975,79.642
Slovenia,2018,2077835,60439877634,81.191
Slovenia,2019,2078654,60439877634,77.851
Slovenia,2020,2078931,60439877634,77.851
South Africa,1991,37718952,2.37174E+11,1021.348
South Africa,1992,38672611,2.36547E+11,1026.349
South Africa,1993,39633754,2.44041E+11,1024.799
South Africa,1994,40564061,2.56732E+11,1068.538
South Africa,1995,41435761,2.69823E+11,1116.747
South Africa,1996,42241007,2.86805E+11,1138.799
South Africa,1997,42987456,3.00045E+11,1164.353
South Africa,1998,43682259,3.0736E+11,1143.832
South Africa,1999,44338551,3.20627E+11,1182.767
South Africa,2000,44967713,3.40329E+11,1184.21
South Africa,2001,45571272,3.56322E+11,1190.41
South Africa,2002,46150913,3.76469E+11,1159.35
South Africa,2003,46719203,3.95E+11,1256.335
South Africa,2004,47291610,4.20864E+11,1371.002
South Africa,2005,47880595,4.51561E+11,1298.798
South Africa,2006,48489464,4.85981E+11,1324.848
South Africa,2007,49119766,5.21806E+11,1360.325
South Africa,2008,49779472,5.48745E+11,1458.481
South Africa,2009,50477013,5.50669E+11,1454.441
South Africa,2010,51216967,5.78235E+11,1469.012
South Africa,2011,52003759,6.08684E+11,1448.539
South Africa,2012,52832659,6.22114E+11,1426.643
South Africa,2013,53687125,6.37619E+11,1431.761
South Africa,2014,54544184,6.48455E+11,1449.942
South Africa,2015,55386369,6.5685E+11,1401.575
South Africa,2016,56207649,6.58694E+11,1471.59
South Africa,2017,57009751,6.68015E+11,1458.849
South Africa,2018,57792520,6.73272E+11,1470.836
South Africa,2019,58558267,6.73272E+11,1500.24
South Africa,2020,59308690,6.73272E+11,1500.24
South Korea,1991,43373148,6.51872E+11,1201.627
South Korea,1992,43848223,6.87369E+11,1355.785
South Korea,1993,44335037,7.29369E+11,1486.85
South Korea,1994,44820070,7.91074E+11,1604.052
South Korea,1995,45292521,8.60794E+11,1752.338
South Korea,1996,45751023,9.19813E+11,1935.418
South Korea,1997,46196056,9.67605E+11,2125.982
South Korea,1998,46620698,9.08368E+11,1962.449
South Korea,1999,47016952,1.00416E+12,2137.484
South Korea,2000,47379237,1.08626E+12,2267.122
South Korea,2001,47706226,1.12762E+12,2318.66
South Korea,2002,47999551,1.20307E+12,2425.896
South Korea,2003,48260901,1.22983E+12,2504.054
South Korea,2004,48493434,1.28124E+12,2550.024
South Korea,2005,48701069,1.32235E+12,2631.275
South Korea,2006,48880449,1.38128E+12,2673.787
South Korea,2007,49034813,1.44672E+12,2758.378
South Korea,2008,49182458,1.47743E+12,2810.287
South Korea,2009,49347450,1.47764E+12,2822.279
South Korea,2010,49545638,1.56282E+12,3038.15
South Korea,2011,49786153,1.60922E+12,3176.383
South Korea,2012,50060639,1.64611E+12,3205.795
South Korea,2013,50345720,1.69381E+12,3208.313
South Korea,2014,50607904,1.75042E+12,3232.61
South Korea,2015,50823087,1.79925E+12,3297.267
South Korea,2016,50983446,1.84912E+12,3378.151
South Korea,2017,51096408,1.90756E+12,3436.915
South Korea,2018,51171700,1.95839E+12,3486.056
South Korea,2019,51225321,1.95839E+12,3436.343
South Korea,2020,51269183,1.95839E+12,3436.343
Spain,1991,39299081,7.87367E+11,1098.215
Spain,1992,39410852,8.05945E+11,1152.784
Spain,1993,39533726,7.9927E+11,1114.382
Spain,1994,39660079,8.27807E+11,1166.665
Spain,1995,39787413,8.65579E+11,1212.368
Spain,1996,39908962,8.95966E+11,1257.777
Spain,1997,40035286,9.37387E+11,1328.134
Spain,1998,40201561,9.88972E+11,1391.402
Spain,1999,40454472,1.0447E+12,1435.865
Spain,2000,40824745,1.10875E+12,1517.746
Spain,2001,41319431,1.16439E+12,1587.167
Spain,2002,41919593,1.20611E+12,1606.294
Spain,2003,42596455,1.25454E+12,1699.833
Spain,2004,43308345,1.3075E+12,1768.193
Spain,2005,44019118,1.36502E+12,1783.585
Spain,2006,44728561,1.43422E+12,1808.635
Spain,2007,45429071,1.49893E+12,1844.689
Spain,2008,46068811,1.52811E+12,1792.362
Spain,2009,46583566,1.48656E+12,1656.989
Spain,2010,46931011,1.49893E+12,1697.972
Spain,2011,47084242,1.49544E+12,1666.102
Spain,2012,47063059,1.45375E+12,1656.998
Spain,2013,46930554,1.42921E+12,1568.529
Spain,2014,46777927,1.45031E+12,1538.591
Spain,2015,46671919,1.49753E+12,1559.068
Spain,2016,46634131,1.41704E+12,1573.602
Spain,2017,46647425,1.45802E+12,1594.175
Spain,2018,46692863,1.4923E+12,1616.233
Spain,2019,46736782,1.4923E+12,1589.265
Spain,2020,46754783,1.4923E+12,1589.265
Sweden,1991,8625140,2.37965E+11,630.4
Sweden,1992,8686735,2.35763E+11,634.005
Sweden,1993,8746770,2.31559E+11,627.004
Sweden,1994,8798235,2.41527E+11,629.142
Sweden,1995,8836421,2.51744E+11,635.061
Sweden,1996,8859180,2.56501E+11,619.38
Sweden,1997,8868857,2.64172E+11,638.62
Sweden,1998,8870854,2.76042E+11,691.337
Sweden,1999,8873105,2.89704E+11,671.27
Sweden,2000,8881642,3.03455E+11,620.183
Sweden,2001,8897802,3.08399E+11,665.813
Sweden,2002,8920703,3.17465E+11,624.269
Sweden,2003,8951439,3.26406E+11,599.591
Sweden,2004,8990653,3.41905E+11,643.897
Sweden,2005,9038627,3.54499E+11,660.353
Sweden,2006,9096170,3.72238E+11,620.925
Sweden,2007,9162941,3.87885E+11,628.926
Sweden,2008,9236433,3.88984E+11,618.2
Sweden,2009,9313085,3.73029E+11,566.07
Sweden,2010,9390157,3.99842E+11,599.833
Sweden,2011,9466705,3.97621E+11,592.517
Sweden,2012,9542817,3.9649E+11,627.617
Sweden,2013,9618016,4.01409E+11,589.18
Sweden,2014,9692137,4.1186E+11,586.348
Sweden,2015,9764949,4.28683E+11,604.473
Sweden,2016,9836003,4.43164E+11,594.882
Sweden,2017,9904895,4.54544E+11,613.91
Sweden,2018,9971630,4.63407E+11,601.817
Sweden,2019,10036391,4.63407E+11,622.703
Sweden,2020,10099270,4.63407E+11,622.703
Switzerland,1991,6718818,2.36259E+11,333.281
Switzerland,1992,6792906,2.40475E+11,338.602
Switzerland,1993,6868937,2.44574E+11,337.472
Switzerland,1994,6938407,2.52215E+11,354.3
Switzerland,1995,6995519,2.58066E+11,335.977
Switzerland,1996,7038027,2.64365E+11,325.392
Switzerland,1997,7068503,2.75431E+11,347.433
Switzerland,1998,7091775,2.88737E+11,349.507
Switzerland,1999,7115031,2.98852E+11,364.464
Switzerland,2000,7143764,3.1633E+11,355.818
Switzerland,2001,7179174,3.26784E+11,379.807
Switzerland,2002,7220378,3.33239E+11,354.015
Switzerland,2003,7268363,3.3951E+11,350.21
Switzerland,2004,7323728,3.55559E+11,345.232
Switzerland,2005,7386818,3.73064E+11,331.508
Switzerland,2006,7457961,3.95139E+11,345.014
Switzerland,2007,7536986,4.19031E+11,340.329
Switzerland,2008,7622826,4.3642E+11,351.802
Switzerland,2009,7713902,4.34944E+11,350.847
Switzerland,2010,7808674,4.5599E+11,341.46
Switzerland,2011,7906988,4.72721E+11,324.248
Switzerland,2012,8008006,4.77669E+11,342.09
Switzerland,2013,8108876,4.86175E+11,351.138
Switzerland,2014,8206003,4.95886E+11,334.73
Switzerland,2015,8296775,5.00062E+11,327.336
Switzerland,2016,8379915,5.08579E+11,307.959
Switzerland,2017,8455797,5.17731E+11,308.694
Switzerland,2018,8525614,5.31971E+11,313.344
Switzerland,2019,8591361,5.31971E+11,313.934
Switzerland,2020,8654618,5.31971E+11,313.934
Syria,1991,12815400,1.20676E+11,151.617
Syria,1992,13187669,1.31799E+11,156.321
Syria,1993,13565074,1.36523E+11,173.534
Syria,1994,13950486,1.38964E+11,184.464
Syria,1995,14345491,1.41281E+11,177.533
Syria,1996,14754148,1.40306E+11,191.45
Syria,1997,15175308,1.3384E+11,203.581
Syria,1998,15599588,1.36276E+11,219.169
Syria,1999,16013992,1.27372E+11,226.243
Syria,2000,16410847,1.25737E+11,217.392
Syria,2001,16766555,1.25803E+11,214.683
Syria,2002,17084628,1.28538E+11,232.709
Syria,2003,17415214,1.21573E+11,226.203
Syria,2004,17827827,1.25609E+11,251.969
Syria,2005,18361178,1.29116E+11,284.773
Syria,2006,19059257,1.31436E+11,296.981
Syria,2007,19878257,1.34656E+11,305.27
Syria,2008,20664037,1.3628E+11,310.376
Syria,2009,21205873,1.39559E+11,290.55
Syria,2010,21362541,1.39183E+11,300.974
Syria,2011,21081814,1.25946E+11,272.439
Syria,2012,20438861,98618943503,210.481
Syria,2013,19578466,80675889639,161.146
Syria,2014,18710711,66107251862,147.205
Syria,2015,17997411,54829456735,132.887
Syria,2016,17465567,53942174470,125.019
Syria,2017,17095669,55368779512,125.019
Syria,2018,16945062,56710613703,125.019
Syria,2019,17070132,56710613703,125.019
Syria,2020,17500657,56710613703,125.019
Tajikistan,1991,5400636,23089141612,81.898
Tajikistan,1992,5502490,15578966821,81.898
Tajikistan,1993,5593317,13768157612,74.995
Tajikistan,1994,5679169,10806555309,72.277
Tajikistan,1995,5764806,9460370090,58.097
Tajikistan,1996,5851354,8989076958,64.44
Tajikistan,1997,5938404,9105127937,61.263
Tajikistan,1998,6027395,9509147511,63.746
Tajikistan,1999,6119664,9907040678,72.889
Tajikistan,2000,6216329,10735309488,55.545
Tajikistan,2001,6318510,11697939353,57.966
Tajikistan,2002,6426861,12792779403,60.153
Tajikistan,2003,6541550,14027435028,64.826
Tajikistan,2004,6662391,15391065864,66.233
Tajikistan,2005,6789318,16469403209,67.885
Tajikistan,2006,6922590,17531570776,66.417
Tajikistan,2007,7062667,18732053557,63.204
Tajikistan,2008,7209924,20204808734,60.279
Tajikistan,2009,7364752,20972315708,55.253
Tajikistan,2010,7527397,22280811837,57.023
Tajikistan,2011,7697507,23726720529,56.674
Tajikistan,2012,7874838,25517532940,61.492
Tajikistan,2013,8059782,27454018210,63.814
Tajikistan,2014,8252827,29249295596,65.574
Tajikistan,2015,8454019,31037368422,67.122
Tajikistan,2016,8663575,33246705494,68.939
Tajikistan,2017,8880270,35607221866,68.939
Tajikistan,2018,9100847,38206549012,68.939
Tajikistan,2019,9321023,38206549012,68.939
Tajikistan,2020,9537642,38206549012,68.939
Tanzania,1991,26056605,23122010694,14.243
Tanzania,1992,26961204,23885626992,14.956
Tanzania,1993,27887204,24817405709,15.742
Tanzania,1994,28792649,25898515840,14.14
Tanzania,1995,29649128,27505913538,14.015
Tanzania,1996,30444523,29552889807,14.81
Tanzania,1997,31192853,31408192706,13.833
Tanzania,1998,31924201,33434640155,15.946
Tanzania,1999,32682240,36002057055,16.753
Tanzania,2000,33499177,38757966253,17.171
Tanzania,2001,34385849,42179646685,19.651
Tanzania,2002,35334790,46307547878,21.762
Tanzania,2003,36337778,50559133557,22.204
Tanzania,2004,37379766,55646047980,27.059
Tanzania,2005,38450323,60800809504,28.7
Tanzania,2006,39548666,65321257768,29.501
Tanzania,2007,40681416,72742382429,31.97
Tanzania,2008,41853944,78843627021,33.425
Tanzania,2009,43073830,85283994557,33.019
Tanzania,2010,44346532,93138949038,38.03
Tanzania,2011,45673520,1.03207E+11,38.682
Tanzania,2012,47053033,1.08489E+11,46.607
Tanzania,2013,48483132,1.16367E+11,48.837
Tanzania,2014,49960563,1.24482E+11,50.459
Tanzania,2015,51482638,1.33146E+11,60.898
Tanzania,2016,53049231,1.41909E+11,68.925
Tanzania,2017,54660345,1.5152E+11,68.925
Tanzania,2018,56313444,1.62053E+11,68.925
Tanzania,2019,58005461,1.62053E+11,68.925
Tanzania,2020,59734213,1.62053E+11,68.925
Thailand,1991,57232471,4.39084E+11,398.315
Thailand,1992,57811025,4.76583E+11,439.647
Thailand,1993,58337773,5.14626E+11,500.641
Thailand,1994,58875275,5.52247E+11,561.291
Thailand,1995,59467272,5.93302E+11,615.374
Thailand,1996,60130190,6.22896E+11,695.76
Thailand,1997,60846588,6.01921E+11,733.335
Thailand,1998,61585103,5.52406E+11,679.31
Thailand,1999,62298569,5.74009E+11,726.096
Thailand,2000,62952639,5.95847E+11,742.627
Thailand,2001,63539190,6.12467E+11,782.825
Thailand,2002,64069093,6.45972E+11,860.63
Thailand,2003,64549867,6.88026E+11,932.015
Thailand,2004,64995303,7.26679E+11,997.144
Thailand,2005,65416189,7.52298E+11,1031.474
Thailand,2006,65812539,7.84687E+11,1047.423
Thailand,2007,66182064,8.22075E+11,1094.718
Thailand,2008,66530979,8.30943E+11,1107.577
Thailand,2009,66866834,8.20031E+11,1145.951
Thailand,2010,67195032,8.76004E+11,1218.402
Thailand,2011,67518379,8.77821E+11,1265.992
Thailand,2012,67835969,9.41351E+11,1353.231
