country,year,population,gdp,primary_energy_consumption
Japan,2014,128168630,4.62962E+12,5344.636
Japan,2015,127985139,4.68543E+12,5268.915
Japan,2016,127763267,4.73222E+12,5179.953
Japan,2017,127502728,4.84402E+12,5247.426
Japan,2018,127202190,4.86701E+12,5233.466
Japan,2019,126860299,4.86701E+12,5187.154
Japan,2020,126476458,4.86701E+12,5187.154
Jordan,1991,3760493,20298214350,39.84
Jordan,1992,3977667,23492215432,46.982
Jordan,1993,4201559,24831921789,46.495
Jordan,1994,4410357,26378711247,53.447
Jordan,1995,4588842,28377887964,55.568
Jordan,1996,4732848,29368569318,60.077
Jordan,1997,4848536,30792687896,57.902
Jordan,1998,4943975,32203982099,61.999
Jordan,1999,5031754,33788473011,62.402
Jordan,2000,5122495,35716133662,65.96
Jordan,2001,5217328,38099917301,63.457
Jordan,2002,5317514,40832221479,66.542
Jordan,2003,5434036,43096850022,72.05
Jordan,2004,5580241,47416274713,78.542
Jordan,2005,5765639,52009521309,85.394
Jordan,2006,5991547,57027647580,88.601
Jordan,2007,6255290,62595024704,85.612
Jordan,2008,6556473,68244793597,82.284
Jordan,2009,6893258,73471748787,85.56
Jordan,2010,7261541,77063828478,88.685
Jordan,2011,7662858,81420265808,91.883
Jordan,2012,8089963,85277654644,98.57
Jordan,2013,8518992,89527278456,98.55
Jordan,2014,8918822,94014871022,102.324
Jordan,2015,9266573,97646622807,108.24
Jordan,2016,9554286,1.00766E+11,131.547
Jordan,2017,9785840,1.02898E+11,131.547
Jordan,2018,9965322,1.04894E+11,131.547
Jordan,2019,10101697,1.04894E+11,131.547
Jordan,2020,10203140,1.04894E+11,131.547
Kazakhstan,1991,16373308,1.7443E+11,857.216
Kazakhstan,1992,16302809,1.66044E+11,846.218
Kazakhstan,1993,16181161,1.51573E+11,746.76
Kazakhstan,1994,16022224,1.33222E+11,664.754
Kazakhstan,1995,15839357,1.22951E+11,597.219
Kazakhstan,1996,15631926,1.24226E+11,519.883
Kazakhstan,1997,15406005,1.27006E+11,458.396
Kazakhstan,1998,15190168,1.25252E+11,431.897
Kazakhstan,1999,15020573,1.29323E+11,405.862
Kazakhstan,2000,14922724,1.42758E+11,372.892
Kazakhstan,2001,14910207,1.62896E+11,419.761
Kazakhstan,2002,14976184,1.79807E+11,429.678
Kazakhstan,2003,15100045,1.97584E+11,473.279
Kazakhstan,2004,15250016,2.17713E+11,501.997
Kazakhstan,2005,15402803,2.40092E+11,527.233
Kazakhstan,2006,15551263,2.67206E+11,557.337
Kazakhstan,2007,15702112,2.92534E+11,620.949
Kazakhstan,2008,15862126,3.03796E+11,655.002
Kazakhstan,2009,16043015,3.09091E+11,592.189
Kazakhstan,2010,16252273,3.33427E+11,638.425
Kazakhstan,2011,16490669,3.60339E+11,703.145
Kazakhstan,2012,16751523,3.78348E+11,728.72
Kazakhstan,2013,17026118,4.01054E+11,737.715
Kazakhstan,2014,17302619,4.18303E+11,748.614
Kazakhstan,2015,17572010,4.23318E+11,739.358
Kazakhstan,2016,17830902,4.27912E+11,751.101
Kazakhstan,2017,18080023,4.45457E+11,793.646
Kazakhstan,2018,18319616,4.63721E+11,875.674
Kazakhstan,2019,18551428,4.63721E+11,861.057
Kazakhstan,2020,18776707,4.63721E+11,861.057
Kyrgyzstan,1991,4419627,22948295150,83.826
Kyrgyzstan,1992,4454192,19580875910,83.826
Kyrgyzstan,1993,4483844,16865843726,72.379
Kyrgyzstan,1994,4518808,13389776019,67.86
Kyrgyzstan,1995,4566096,12537071816,51.917
Kyrgyzstan,1996,4629403,13289591233,67.684
Kyrgyzstan,1997,4705651,14463592473,64.093
Kyrgyzstan,1998,4786772,14624163226,63.411
Kyrgyzstan,1999,4861121,15009657719,68.069
Kyrgyzstan,2000,4920712,15667580319,70.775
Kyrgyzstan,2001,4962839,16336560615,66.148
Kyrgyzstan,2002,4991478,16170502318,55.801
Kyrgyzstan,2003,5013538,17135749418,59.619
Kyrgyzstan,2004,5038995,18155683597,63.081
Kyrgyzstan,2005,5075340,17942170493,58.963
Kyrgyzstan,2006,5124379,18316494902,60.209
Kyrgyzstan,2007,5184384,19684078833,65.898
Kyrgyzstan,2008,5254969,20960394169,61.394
Kyrgyzstan,2009,5334708,21348214123,62.904
Kyrgyzstan,2010,5422298,21037254107,60.772
Kyrgyzstan,2011,5517927,22069688508,70.269
Kyrgyzstan,2012,5621583,22051598879,78.888
Kyrgyzstan,2013,5731312,24453878463,72.972
Kyrgyzstan,2014,5844521,25441021254,74.026
Kyrgyzstan,2015,5959126,26325837070,67.842
Kyrgyzstan,2016,6074327,27316667014,68.27
Kyrgyzstan,2017,6189727,28611476768,68.27
Kyrgyzstan,2018,6304025,29601148154,68.27
Kyrgyzstan,2019,6415851,29601148154,68.27
Kyrgyzstan,2020,6524191,29601148154,68.27
Latvia,1991,2649161,36517596963,79.093
Latvia,1992,2620254,24608100412,56.583
Latvia,1993,2582658,21636016751,48.64
Latvia,1994,2543632,21944830347,47.031
Latvia,1995,2508476,21646094220,44.042
Latvia,1996,2478832,21989047802,41.132
Latvia,1997,2453310,23781387147,41.243
Latvia,1998,2430546,25140078646,44.688
Latvia,1999,2408088,25600796584,38.1
Latvia,2000,2384150,26780789137,37.248
Latvia,2001,2358689,28293372637,40.164
Latvia,2002,2332528,30072959896,40.587
Latvia,2003,2305845,32361884258,40.108
Latvia,2004,2278922,34792599441,44.993
Latvia,2005,2251996,38221838179,46.361
Latvia,2006,2225063,42441264524,44.057
Latvia,2007,2198089,46307685973,45.434
Latvia,2008,2171248,44298825327,45.681
Latvia,2009,2144784,37661277804,43.219
Latvia,2010,2118855,35958492487,49.048
Latvia,2011,2093606,37962581387,43.791
Latvia,2012,2069018,39482474919,45.129
Latvia,2013,2044950,40519247185,43.447
Latvia,2014,2021220,41379798067,39.972
Latvia,2015,1997675,42500102062,40.895
Latvia,2016,1974265,43297224535,43.502
Latvia,2017,1951097,44937033428,47.581
Latvia,2018,1928461,46862480823,43.24
Latvia,2019,1906740,46862480823,44.122
Latvia,2020,1886202,46862480823,44.122
Lebanon,1991,2921700,14203284102,34.194
Lebanon,1992,3076133,15962286240,35.01
Lebanon,1993,3246129,18432084483,43.973
Lebanon,1994,3403359,21360835653,49.516
Lebanon,1995,3528379,24166460063,52.993
Lebanon,1996,3610663,26645041121,55.83
Lebanon,1997,3658425,27053603631,64.138
Lebanon,1998,3693514,29027625807,64.3
Lebanon,1999,3747762,30099941471,65.801
Lebanon,2000,3842774,31977721195,59.198
Lebanon,2001,3990999,35144532009,63.391
Lebanon,2002,4182205,38760996659,64.072
Lebanon,2003,4388378,42758062223,65.139
Lebanon,2004,4569377,48734071264,65.203
Lebanon,2005,4698761,52444898235,62.096
Lebanon,2006,4759760,54750390698,57.094
Lebanon,2007,4767347,60406929837,50.391
Lebanon,2008,4764745,66812622933,65.771
Lebanon,2009,4813026,75927793934,80.884
Lebanon,2010,4953064,86947321123,78.009
Lebanon,2011,5202022,94869525568,79.211
Lebanon,2012,5537620,1.01519E+11,89.332
Lebanon,2013,5913016,1.00029E+11,89.189
Lebanon,2014,6261046,94385546739,92.244
Lebanon,2015,6532681,95081781000,94.054
Lebanon,2016,6714281,97868322270,95.258
Lebanon,2017,6819373,98701181808,95.258
Lebanon,2018,6859408,96800197158,95.258
Lebanon,2019,6855709,96800197158,95.258
Lebanon,2020,6825442,96800197158,95.258
Libya,1991,4544245,25389248882,155.574
Libya,1992,4650896,26617796316,145.179
Libya,1993,4755134,27601941647,150.402
Libya,1994,4854871,30319530654,155.497
Libya,1995,4948796,31943534791,162.364
Libya,1996,5036173,35211735289,171.598
Libya,1997,5118008,39983252332,180.696
Libya,1998,5196774,41617598426,173.895
Libya,1999,5275921,45257172305,156.981
Libya,2000,5357893,49983477927,213.117
Libya,2001,5443249,54225657301,214.833
Libya,2002,5531097,57785784877,221.462
Libya,2003,5620545,70475223919,218.192
Libya,2004,5710163,79415611601,223.531
Libya,2005,5798615,94523190260,231.124
Libya,2006,5886874,1.08873E+11,211.938
Libya,2007,5974786,1.23716E+11,210.594
Libya,2008,6058740,1.53727E+11,218.66
Libya,2009,6133987,1.6556E+11,250.217
Libya,2010,6197667,1.87529E+11,266.824
Libya,2011,6247438,79210017680,173.836
Libya,2012,6285751,1.74091E+11,217.73
Libya,2013,6320350,80095115658,229.663
Libya,2014,6362039,59998893815,227.374
Libya,2015,6418315,53558086393,198.534
Libya,2016,6492160,51938049763,211.483
Libya,2017,6580723,85185672640,211.483
Libya,2018,6678565,1.00416E+11,211.483
Libya,2019,6777453,1.00416E+11,211.483
Libya,2020,6871287,1.00416E+11,211.483
Lithuania,1991,3697451,48112085209,212.353
Lithuania,1992,3688103,37861880282,129.803
Lithuania,1993,3670653,31722383760,101.433
Lithuania,1994,3649142,28612205261,87.701
Lithuania,1995,3626609,30095166782,97.82
Lithuania,1996,3603756,31645790979,106.396
Lithuania,1997,3579911,34267159557,98.173
Lithuania,1998,3555140,36819655706,105.273
Lithuania,1999,3529189,36398338459,87.612
Lithuania,2000,3501842,37788341791,77.471
Lithuania,2001,3473623,40252133515,90.511
Lithuania,2002,3444777,42971132254,96.481
Lithuania,2003,3414367,47492666127,101.145
Lithuania,2004,3381134,50600710009,102.02
Lithuania,2005,3344259,54504800707,92.801
Lithuania,2006,3303329,58536323324,88.945
Lithuania,2007,3258984,65020496828,97.287
Lithuania,2008,3212867,66724208745,96.422
Lithuania,2009,3167270,56833645775,88.467
Lithuania,2010,3123825,57760001538,65.518
Lithuania,2011,3083402,61248358436,67.997
Lithuania,2012,3045561,63596856706,68.264
Lithuania,2013,3008938,65826070924,62.937
Lithuania,2014,2971498,68128044447,60.699
Lithuania,2015,2931872,69339058015,63.385
Lithuania,2016,2889555,70911025459,64.477
Lithuania,2017,2845419,73923044604,68.047
Lithuania,2018,2801270,76617521916,68.354
Lithuania,2019,2759631,76617521916,68.009
Lithuania,2020,2722291,76617521916,68.009
Luxembourg,1991,386356,15214077008,39.908
Luxembourg,1992,391397,15430616492,40.025
Luxembourg,1993,396812,16017019721,40.551
Luxembourg,1994,402435,16564453376,38.989
Luxembourg,1995,408145,16736430038,33.911
Luxembourg,1996,413999,16903204193,34.882
Luxembourg,1997,419979,17799361886,34.136
Luxembourg,1998,425828,18802136606,32.958
Luxembourg,1999,431263,20317839954,34.833
Luxembourg,2000,436106,21906684654,37.168
Luxembourg,2001,440197,22374428055,39.83
Luxembourg,2002,443727,23139020761,43.548
Luxembourg,2003,447317,23425227040,45.669
Luxembourg,2004,451822,24177320775,51.733
Luxembourg,2005,457848,24847697671,52.502
Luxembourg,2006,465611,26033443392,51.565
Luxembourg,2007,474917,28098931140,50.058
Luxembourg,2008,485403,27632140728,49.687
Luxembourg,2009,496536,26325504330,47.517
Luxembourg,2010,507890,27499366769,50.036
Luxembourg,2011,519312,28088632735,48.744
Luxembourg,2012,530855,27989146736,47.854
Luxembourg,2013,542554,29106192519,45.583
Luxembourg,2014,554512,30743880183,44.151
Luxembourg,2015,566741,31975025420,42.91
Luxembourg,2016,579266,33357814650,42.343
Luxembourg,2017,591914,33958649356,44.144
Luxembourg,2018,604244,35015057362,46.207
Luxembourg,2019,615730,35015057362,47.221
Luxembourg,2020,625976,35015057362,47.221
Malaysia,1991,18519941,1.57981E+11,311.653
Malaysia,1992,19002660,1.73288E+11,336.904
Malaysia,1993,19484901,1.91825E+11,351.361
Malaysia,1994,19977508,2.11033E+11,383.544
Malaysia,1995,20487604,2.33477E+11,399.785
Malaysia,1996,21017619,2.58687E+11,446.306
Malaysia,1997,21562790,2.7968E+11,519.297
Malaysia,1998,22114647,2.60987E+11,482.792
Malaysia,1999,22661293,2.79023E+11,546.601
Malaysia,2000,23194252,3.05416E+11,609.782
Malaysia,2001,23709115,3.09255E+11,614.023
Malaysia,2002,24208391,3.28309E+11,656.685
Malaysia,2003,24698821,3.49844E+11,714.177
Malaysia,2004,25190647,3.76296E+11,761.314
Malaysia,2005,25690615,3.97909E+11,812.212
Malaysia,2006,26201954,4.23206E+11,843.963
Malaysia,2007,26720367,4.53157E+11,900.238
Malaysia,2008,27236003,4.78516E+11,932.26
Malaysia,2009,27735038,4.74712E+11,903.198
Malaysia,2010,28208028,5.14172E+11,930.771
Malaysia,2011,28650962,5.45368E+11,963.667
Malaysia,2012,29068189,5.75191E+11,1035.555
Malaysia,2013,29468923,6.02189E+11,1083.583
Malaysia,2014,29866606,6.38409E+11,1094.418
Malaysia,2015,30270965,6.70135E+11,1110.028
Malaysia,2016,30684652,6.9853E+11,1168.961
Malaysia,2017,31104655,7.3864E+11,1186.87
Malaysia,2018,31528033,7.73659E+11,1168.772
Malaysia,2019,31949789,7.73659E+11,1183.862
Malaysia,2020,32365998,7.73659E+11,1183.862
Mexico,1991,85512621,8.65149E+11,1317.062
Mexico,1992,87075136,9.02108E+11,1339.861
Mexico,1993,88625440,9.25343E+11,1346.683
Mexico,1994,90156396,9.72992E+11,1424.216
Mexico,1995,91663290,9.16479E+11,1401.72
Mexico,1996,93147045,9.7122E+11,1445.871
Mexico,1997,94611008,1.04571E+12,1470.7
Mexico,1998,96056313,1.10564E+12,1536.209
Mexico,1999,97484823,1.15662E+12,1555.551
Mexico,2000,98899845,1.24119E+12,1628.18
Mexico,2001,100298152,1.2515E+12,1608.258
Mexico,2002,101684764,1.27546E+12,1660.559
Mexico,2003,103081020,1.30668E+12,1674.423
Mexico,2004,104514934,1.37306E+12,1764.63
Mexico,2005,106005199,1.42708E+12,1877.926
Mexico,2006,107560155,1.51063E+12,1937.356
Mexico,2007,109170503,1.57236E+12,1947.438
Mexico,2008,110815272,1.6074E+12,1988.331
Mexico,2009,112463886,1.54387E+12,1972.542
Mexico,2010,114092961,1.63776E+12,2030.266
Mexico,2011,115695468,1.71606E+12,2127.791
Mexico,2012,117274156,1.78537E+12,2140.435
Mexico,2013,118827158,1.81056E+12,2149.532
Mexico,2014,120355137,1.85127E+12,2138.108
Mexico,2015,121858251,1.89959E+12,2135.641
Mexico,2016,123333379,1.92389E+12,2162.618
Mexico,2017,124777326,1.96464E+12,2193.152
Mexico,2018,126190782,2.0066E+12,2175.924
Mexico,2019,127575529,2.0066E+12,2144.652
Mexico,2020,128932753,2.0066E+12,2144.652
Moldova,1991,4375053,35018331664,77.357
Moldova,1992,4376804,24417023869,77.357
Moldova,1993,4371155,23693266676,62.545
Moldova,1994,4358790,16084185218,45.404
Moldova,1995,4340602,15569822188,39.131
Moldova,1996,4316225,14391438405,43.042
Moldova,1997,4286477,14366543996,42.905
Moldova,1998,4254835,13191435189,39.691
Moldova,1999,4225835,12519937765,31.428
Moldova,2000,4202659,12554039952,31.919
Moldova,2001,4187096,13087727905,31.104
Moldova,2002,4178228,13857801832,33.893
Moldova,2003,4173276,14513543534,36.669
Moldova,2004,4167962,15302827107,33.931
Moldova,2005,4159296,16157469935,37.033
Moldova,2006,4146264,16628243209,39.055
Moldova,2007,4130129,16819761640,34.053
Moldova,2008,4112886,17815153139,35.32
Moldova,2009,4097515,16449232602,33.042
Moldova,2010,4086090,17302215314,32.659
Moldova,2011,4079167,18154272030,32.431
Moldova,2012,4075804,18018830527,44.446
Moldova,2013,4074585,19713341882,43.063
Moldova,2014,4073407,20658520420,41.874
Moldova,2015,4070705,20576699595,38.321
Moldova,2016,4066013,21399024089,38.187
Moldova,2017,4059687,22402852476,38.187
Moldova,2018,4051950,23299414542,38.187
Moldova,2019,4043258,23299414542,38.187
Moldova,2020,4033963,23299414542,38.187
Morocco,1991,25260407,1.09721E+11,83.584
Morocco,1992,25711410,1.07626E+11,93.607
Morocco,1993,26155204,1.07016E+11,94.687
Morocco,1994,26584473,1.18566E+11,104.304
Morocco,1995,26994255,1.1218E+11,102.342
Morocco,1996,27383472,1.2586E+11,106.763
Morocco,1997,27754573,1.23717E+11,110.981
Morocco,1998,28110447,1.32482E+11,113.893
Morocco,1999,28455504,1.33797E+11,118.344
Morocco,2000,28793672,1.36311E+11,117.323
Morocco,2001,29126323,1.46279E+11,126.715
Morocco,2002,29454765,1.50894E+11,129.878
Morocco,2003,29782884,1.59965E+11,130.132
Morocco,2004,30115196,1.67761E+11,148.213
Morocco,2005,30455563,1.73625E+11,160.884
Morocco,2006,30804689,1.8729E+11,164.158
Morocco,2007,31163670,1.9446E+11,162.603
Morocco,2008,31536807,2.06523E+11,179.483
Morocco,2009,31929087,2.15877E+11,174.814
Morocco,2010,32343384,2.24738E+11,193.769
Morocco,2011,32781860,2.37166E+11,203.685
Morocco,2012,33241898,2.44646E+11,207.245
Morocco,2013,33715705,2.56076E+11,212.555
Morocco,2014,34192358,2.62911E+11,215.697
Morocco,2015,34663608,2.75092E+11,219.376
Morocco,2016,35126274,2.79437E+11,221.729
Morocco,2017,35581257,2.91271E+11,232.223
Morocco,2018,36029089,2.9998E+11,239.999
Morocco,2019,36471766,2.9998E+11,263.617
Morocco,2020,36910558,2.9998E+11,263.617
Mozambique,1991,13328029,22102102960,5.164
Mozambique,1992,13805999,19279766860,5.157
Mozambique,1993,14370950,19284152231,5.137
Mozambique,1994,14948050,18783669706,5.012
Mozambique,1995,15483277,17625140300,5.428
Mozambique,1996,15960445,20572902356,5.638
Mozambique,1997,16397175,20995043022,7.237
Mozambique,1998,16813946,21637913226,9.519
Mozambique,1999,17244176,21504905454,27.188
Mozambique,2000,17711925,20141915482,34.467
Mozambique,2001,18221884,20943671259,41.04
Mozambique,2002,18764147,21025374766,42.711
Mozambique,2003,19331097,20673806735,39.459
Mozambique,2004,19910549,20561729432,40.449
Mozambique,2005,20493927,20658225119,45.579
Mozambique,2006,21080108,20951971916,50.37
Mozambique,2007,21673319,20803539632,56.623
Mozambique,2008,22276596,20553352952,52.904
Mozambique,2009,22894718,20249942900,58.768
Mozambique,2010,23531567,20039610834,57.715
Mozambique,2011,24187500,19919629024,64.465
Mozambique,2012,24862673,21418941338,68.232
Mozambique,2013,25560752,23018832726,71.477
Mozambique,2014,26286192,24796992573,79.955
Mozambique,2015,27042001,26497041641,85.697
Mozambique,2016,27829930,27447091301,97.345
Mozambique,2017,28649007,28473887049,97.345
Mozambique,2018,29496009,29449971154,97.345
Mozambique,2019,30366043,29449971154,97.345
Mozambique,2020,31255435,29449971154,97.345
Netherlands,1991,15064522,4.23865E+11,927.52
Netherlands,1992,15165856,4.33595E+11,938.531
Netherlands,1993,15268005,4.41586E+11,946.326
Netherlands,1994,15369121,4.57294E+11,936.123
Netherlands,1995,15467852,4.74288E+11,974.228
Netherlands,1996,15563252,4.94052E+11,1016.225
Netherlands,1997,15655482,5.18268E+11,997.999
Netherlands,1998,15745650,5.4486E+11,1004.921
Netherlands,1999,15835525,5.75704E+11,992.675
Netherlands,2000,15926188,6.03576E+11,1005.576
Netherlands,2001,16018112,6.19964E+11,1044.132
Netherlands,2002,16110355,6.24207E+11,1044.333
Netherlands,2003,16200948,6.29606E+11,1051.4
Netherlands,2004,16287183,6.461E+11,1086.561
Netherlands,2005,16367153,6.63884E+11,1108.981
Netherlands,2006,16440091,6.9122E+11,1086.196
Netherlands,2007,16506651,7.20938E+11,1104.569
Netherlands,2008,16568105,7.37432E+11,1090.664
Netherlands,2009,16626379,7.13757E+11,1074.866
Netherlands,2010,16682927,7.27959E+11,1137.616
Netherlands,2011,16738190,7.44361E+11,1088.851
Netherlands,2012,16791850,7.36498E+11,1053.201
Netherlands,2013,16843512,7.35093E+11,1021.773
Netherlands,2014,16892517,7.45518E+11,965.058
Netherlands,2015,16938492,7.60077E+11,976.851
Netherlands,2016,16981285,7.76582E+11,994.152
Netherlands,2017,17021343,7.99188E+11,980.789
Netherlands,2018,17059560,8.18056E+11,979.474
Netherlands,2019,17097123,8.18056E+11,975.325
Netherlands,2020,17134873,8.18056E+11,975.325
New Zealand,1991,3446171,72989965152,185.97
New Zealand,1992,3503194,73699156182,186.298
New Zealand,1993,3564473,77452078597,192.026
New Zealand,1994,3623272,82753612788,202.243
New Zealand,1995,3674940,86504431819,210.038
New Zealand,1996,3717352,89915653856,213.245
New Zealand,1997,3752355,92710360819,213.555
New Zealand,1998,3783976,93578368695,213.701
New Zealand,1999,3818128,97884484755,215.805
New Zealand,2000,3858992,1.01981E+11,225.129
New Zealand,2001,3907941,1.04437E+11,223.452
New Zealand,2002,3963202,1.0993E+11,231.136
New Zealand,2003,4022074,1.15145E+11,224.363
New Zealand,2004,4080421,1.20377E+11,231.537
New Zealand,2005,4135353,1.23645E+11,224.107
New Zealand,2006,4185881,1.27255E+11,226.035
New Zealand,2007,4233046,1.32483E+11,225.62
New Zealand,2008,4278156,1.32116E+11,226.226
New Zealand,2009,4323338,1.32821E+11,225.616
New Zealand,2010,4370060,1.35625E+11,230.622
New Zealand,2011,4418674,1.38434E+11,231.453
New Zealand,2012,4468462,1.41964E+11,232.776
New Zealand,2013,4518519,1.44952E+11,233.523
New Zealand,2014,4567522,1.49075E+11,244.658
New Zealand,2015,4614527,1.53715E+11,247.011
New Zealand,2016,4659265,1.59814E+11,248.493
New Zealand,2017,4702029,1.65842E+11,251.719
New Zealand,2018,4743131,1.71014E+11,249.473
New Zealand,2019,4783062,1.71014E+11,254.574
New Zealand,2020,4822233,1.71014E+11,254.574
Nigeria,1991,97667632,1.74068E+11,223.56
Nigeria,1992,100161708,1.81866E+11,229.399
Nigeria,1993,102700751,1.88894E+11,233.031
Nigeria,1994,105293701,1.93991E+11,217.357
Nigeria,1995,107948339,2.02398E+11,241.728
Nigeria,1996,110668784,2.1595E+11,247.619
Nigeria,1997,113457661,2.27883E+11,247.946
Nigeria,1998,116319763,2.39845E+11,237.784
Nigeria,1999,119260055,2.47535E+11,238.547
Nigeria,2000,122283853,2.68133E+11,223.889
Nigeria,2001,125394046,2.93372E+11,253.284
Nigeria,2002,128596079,3.44837E+11,264.611
Nigeria,2003,131900633,3.87286E+11,279.048
Nigeria,2004,135320420,4.38819E+11,289.614
Nigeria,2005,138865014,4.81806E+11,316.859
Nigeria,2006,142538305,5.27646E+11,282.715
Nigeria,2007,146339971,5.81025E+11,259.349
Nigeria,2008,150269622,6.38943E+11,312.114
Nigeria,2009,154324939,7.0998E+11,195.88
Nigeria,2010,158503203,8.10068E+11,244.412
Nigeria,2011,162805080,8.71191E+11,347.787
Nigeria,2012,167228803,9.09649E+11,351.871
Nigeria,2013,171765819,9.59939E+11,366.963
Nigeria,2014,176404931,1.02129E+12,414.629
Nigeria,2015,181137454,1.0487E+12,424.344
Nigeria,2016,185960244,1.03247E+12,506.867
Nigeria,2017,190873247,1.04079E+12,506.867
Nigeria,2018,195874685,1.06081E+12,506.867
Nigeria,2019,200963603,1.06081E+12,506.867
Nigeria,2020,206139587,1.06081E+12,506.867
North Macedonia,1991,1993304,16091739429,29.295
North Macedonia,1992,1988659,15098989425,30.085
North Macedonia,1993,1984024,14032409061,30.186
North Macedonia,1994,1981713,13843363077,28.317
North Macedonia,1995,1983259,13754777967,28.508
North Macedonia,1996,1989441,13985296878,33.128
North Macedonia,1997,1999588,14249369122,29.852
North Macedonia,1998,2012052,14789551334,33.73
North Macedonia,1999,2024393,15508166868,32.255
North Macedonia,2000,2034823,16307994827,30.638
North Macedonia,2001,2042844,15900560291,28.913
North Macedonia,2002,2048929,16235361937,28.228
North Macedonia,2003,2053426,16692703772,31.734
North Macedonia,2004,2057043,17567377178,31.318
North Macedonia,2005,2060280,18483239984,32.288
North Macedonia,2006,2063132,19516265376,32.805
North Macedonia,2007,2065408,20864536611,32.668
North Macedonia,2008,2067309,22095099026,31.588
North Macedonia,2009,2069030,22109682441,31.045
North Macedonia,2010,2070737,22959145645,33.482
North Macedonia,2011,2072484,23603469888,33.568
North Macedonia,2012,2074275,23487101176,31.197
North Macedonia,2013,2076065,24174659808,29.86
North Macedonia,2014,2077780,25062698397,27.752
North Macedonia,2015,2079335,26042278697,29.142
North Macedonia,2016,2080746,26681432020,30.236
North Macedonia,2017,2081996,26969988530,29.195
North Macedonia,2018,2082956,27703577042,29.042
North Macedonia,2019,2083458,27703577042,31.077
North Macedonia,2020,2083380,27703577042,31.077
Norway,1991,4269465,1.32674E+11,436.968
Norway,1992,4292685,1.41646E+11,460.062
Norway,1993,4316790,1.5016E+11,474.963
Norway,1994,4341616,1.62612E+11,459.356
Norway,1995,4366996,1.7458E+11,486.892
Norway,1996,4393217,1.89005E+11,447.972
Norway,1997,4420266,2.05114E+11,470.879
Norway,1998,4447485,2.16977E+11,489.419
Norway,1999,4474008,2.28163E+11,501.917
Norway,2000,4499375,2.42722E+11,554.982
Norway,2001,4523139,2.55413E+11,503.437
Norway,2002,4546017,2.67061E+11,523.154
Norway,2003,4570096,2.77817E+11,463.299
Norway,2004,4598210,2.97704E+11,471.732
Norway,2005,4632359,3.14925E+11,536.974
Norway,2006,4672986,3.32397E+11,492.395
Norway,2007,4719403,3.52665E+11,528
Norway,2008,4771014,3.64919E+11,540.421
Norway,2009,4826847,3.70051E+11,499.492
Norway,2010,4885878,3.83738E+11,482.599
Norway,2011,4948335,3.99383E+11,487.818
Norway,2012,5013716,4.10365E+11,540.428
Norway,2013,5079460,4.14463E+11,505.728
Norway,2014,5142269,4.22416E+11,519.396
Norway,2015,5199827,4.29219E+11,526.141
Norway,2016,5250950,4.33546E+11,531.732
Norway,2017,5296324,4.43618E+11,533.846
Norway,2018,5337960,4.49339E+11,528.961
Norway,2019,5378859,4.49339E+11,490.781
Norway,2020,5421242,4.49339E+11,490.781
Pakistan,1991,110778655,3.11483E+11,320.399
Pakistan,1992,113911126,3.27814E+11,336.422
Pakistan,1993,117086680,3.38978E+11,372.359
Pakistan,1994,120362764,3.56455E+11,385.489
Pakistan,1995,123776835,3.76968E+11,406.572
Pakistan,1996,127349293,3.91435E+11,432.963
Pakistan,1997,131057432,4.0236E+11,419.552
Pakistan,1998,134843233,4.19025E+11,449.505
Pakistan,1999,138624625,4.40333E+11,469.864
Pakistan,2000,142343583,4.59799E+11,480.167
Pakistan,2001,145978408,4.77964E+11,491.393
Pakistan,2002,149549695,5.04825E+11,509.953
Pakistan,2003,153093371,5.4392E+11,554.647
Pakistan,2004,156664698,5.92026E+11,617.488
Pakistan,2005,160304007,6.41139E+11,640.708
Pakistan,2006,164022626,6.85965E+11,675.916
Pakistan,2007,167808106,7.19252E+11,718.788
Pakistan,2008,171648984,7.46909E+11,723.228
Pakistan,2009,175525610,7.74875E+11,732.576
Pakistan,2010,179424643,8.05483E+11,735.584
Pakistan,2011,183340168,8.45086E+11,734.896
Pakistan,2012,187280125,8.84405E+11,685.797
Pakistan,2013,191260799,9.31155E+11,800.549
Pakistan,2014,195305012,9.8158E+11,770.444
Pakistan,2015,199426953,1.03981E+12,811.82
Pakistan,2016,203631356,1.10175E+12,885.25
Pakistan,2017,207906210,1.16095E+12,936.211
Pakistan,2018,212228288,1.21209E+12,965.987
Pakistan,2019,216565317,1.21209E+12,989.031
Pakistan,2020,220892331,1.21209E+12,989.031
Panama,1991,2523115,18696766514,51.663
Panama,1992,2575949,20281944052,52.649
Panama,1993,2629584,21447804775,52.874
Panama,1994,2684117,22126487989,58.993
Panama,1995,2739667,22570156609,62.023
Panama,1996,2796291,23274083902,55.734
Panama,1997,2853907,24846157168,57.587
Panama,1998,2912318,26740258114,60.66
Panama,1999,2971197,27866808797,42.096
Panama,2000,3030333,28706484620,66.482
Panama,2001,3089641,28943057578,67.861
Panama,2002,3149195,29668001563,66.986
Panama,2003,3209056,31009619688,67.831
Panama,2004,3269356,33428600013,69.06
Panama,2005,3330222,35933064820,68.959
Panama,2006,3391673,39099564241,75.012
Panama,2007,3453671,43958183814,70.916
Panama,2008,3516204,47885661763,82.922
Panama,2009,3579215,48772973760,80.547
Panama,2010,3642691,51741884352,91.311
Panama,2011,3706479,57996520000,98.673
Panama,2012,3770635,63359010000,102.694
